,DESCRIPTION,CITY
10481,"IT HAPPENED NEAR MY residence that is in R.K PURAM SEC -8,NEAR GOVERNMENT SCHOOL ROAD..THERE WAS A GUY WALKING BEHIND ME AFTER FEW SECONDS I JUST REALIZED THAT GUY GROUPED ME FROM BEHIND",Delhi
10482,A guy grabbed me by my waist but I managed to raise an alarm.This incident took place in delhi metro in the afternoon during DU admission time in June 2011.,Delhi
10483,"It happened in the afternoon in DTC bus,T.P Extension.A guy touched my private parts from backside.",Delhi
10484,The guy took off his pants.It happened in the morning.,Delhi
10485,I was in the ridge area in the evening and a group of guys teased me.,Delhi
10486,Ogling in the evening.,Delhi
10487,Catcalls/whistles in the evening.,Delhi
10488,Ogling in the afternoon.,Delhi
10489,Our house owner had passed some indecent comments.It happened in the evening.,Delhi
10490,My maternal aunt was going on a rickshaw when two rogues snatched her gold chain from behind.It happened in the evening.,Delhi
10491,"When me and my aunt were going on the road,some people were taking pictures of us.Then my aunt decided to go away from there.It happened in the month of august in the evening.",Delhi
10492,Two boys were actually commenting upon the outfit of a girl.It was very embarrassing.It happened in the evening.,Delhi
10493,Comments were being passed continously.It happened on 17/05/2013 in evening.,Delhi
10494,Comments were being passed continuously.It happened on 17/05/2013 in evening.,Greater_Noida
10495,"There was an animal who commented,touched,indecently exposed himself for sexual invites and also caused hurt.It happened in the night.",Greater_Noida
10496,A group of guys came and started passing comments.It happened in the afternoon.,Delhi
10497,A man who was drunk felt me and ran.It happened in the evening.,Delhi
10498,"I was travelling in a bus to Saket in the morning,when a man standing beside me,groped my thighs from behind.It was very disturbing.",Delhi
10499,while i was travelling in the bus with my friend a man standing beside us was trying to touch my friend and comment on her.,Delhi
10500,"This incident took place at Rajiv Chowk metro station in the morning around 11am.
I was standing in line waiting for the metro to come and then two young guys started whistling at me and laughing.Then the train came and I got into the women's coach.",Delhi
10501,It happened on 28th September 2013 at Night.A man was standing in a corner completely naked.,Delhi
10502,"This incident took place near Kamla Nagar market,in front of Kirori Mal college.

At evening,while I was returning from a place,one middle aged man who was sitting in front of Kirori Mal College,suddenly started to comment at me,along with obscene facial expressions,sexual invites.
I tried to ignore at first but he kept on doing this.As there was no other person at that point of time,I panicked and ran away when he started to come near me.",Delhi
10503,"They were followed from zakir hussain college to the metro station(new delhi).
It happened on 26th September 2013 in the afternoon.",Delhi
10504,"Outside zakir hussain college,they were staring and talking among each other.It happened in the afternoon around 3:00pm.",Delhi
10505,Commenting and taking pictures in Metro in the Evening.,Delhi
10506,A group of three guys were passing comments on a girl in a shop.They were almost cornering her.It happened in the afternoon around 2-3pm.,Delhi
10507,Two boys who were on a bike snatched a girl's bag.It happened in the afternoon around 1-2 pm.,Delhi
10508,"As i was waiting for the metro at the platform,I saw a group of boys (3 or 4),sitting in a corner and commenting upon a girl who was alone.The girl couldn't even face them and walked away with her head low.
It happened in the evening.",Delhi
10509,I was sitting in a rickshaw and i saw two guys passing lewd comments on a girl even though she threatened to report to the police.It happened in the evening.,Delhi
10510,Pictures were being taken in metro in the evening.,Delhi
10511,"Few people on bikes tried coming close to my friend passing harsh comments.
It happened in the evening.",Delhi
10512,"Near Select City Walk,An autowala who passed by commented something and made a cheap expression.It happened in the evening.",Delhi
10513,"It happened near power house.
Two motorcyclists passed by giving weird and chaep comments and whistling. 
It happened in the night.",Delhi
10514,Some of the people in the crowd were trying to comment inadequately on my sister.It happened in the evening.,Delhi
10515,Guys were whistling and staring.It happened in the evening.,Delhi
10516,"Some bike riders circled around a girl and passed various comments.
It happened in the evening.",Delhi
10517,"While I left the select city mall,some of the people indecently commented on our way from shopping gates to exit gates.This happened in the Afternoon.",Delhi
10518,"Coming back from the kamla nagar market at about 7:00 pm, some guys tried to follow.
Kind of eve teasing.",Delhi
10519,"At welcome metro station,i was with my friends,Some vagabonds were touching girls forcefully.
It happened in the night.",Delhi
10520,"Two boys commented while we were passing by.
It happened in the afternoon.
Let the dogs bark !",Delhi
10521,Four boys were whistling and commenting on girls.It happened in the Night.,Delhi
10522,"During morning walk,one guy eve teased and started calling names and commenting.It happened on 23rd August.",Delhi
10523,A group of guys were commenting on a girl's physique.It happened in the evening.,Delhi
10524,There was one aumty waiting for someone at gurudwara and suddenly two people came and snatched her chain.It happened in the afternoon.,Delhi
10525,A group of 8th graders started making indecent sounds as a group of north eastern girls were passing by.It happened in the evening.,Delhi
10526,Old guy whistling and commenting on a college girl.It happened in the morning.,Delhi
10527,"Me and my sister were standing in front of shoppers stop mall waiting for our car to come.Then two guys showed up in a car,opened the back door of their car and invited us to take a ride with them and started commenting.
It happened in the afternoon around 3-4pm.",Delhi
10528,"A gang of boys was taking pictures(In zoom) in metro,Yellow line.
It happened in the evening.",Delhi
10529,Eve teasing by some random roadies with girls.It happened in the evening.,Delhi
10530,I was in a rickshaw and two boys started commenting on my clothes.It happened near Gol Chakkar in the evening.,Delhi
10531,A group of school boys passed some intolerable comments when i was going back to my flat.It happened in the afternoon near Roop Nagar market.,Delhi
10532,"A guy who was on cycle commented in indecent language.
It happened near ramjas college in the morning.",Delhi
10533,"Bunch of guys who were drunk were commenting while we were about to cross a road near Connaught place.
It happened in the evening.",Delhi
10534,"We passed through Justaa Hotel and a bunch of guys started stalking us and commenting too.
It happened in the afternoon.",Delhi
10535,"Gang of boys was commenting on girls near the platform.
It happened in the night.",Delhi
10536,"While i was walking on the road,two men on bike passed lewd comments.
It happened near vishvavidalaya metro station in the afternoon around 3pm.",Delhi
10537,It was around 5 in the evening and guys were commenting and making facial expressions near rajiv chowk Platform.,Delhi
10538,Sexual invites outside Hansraj college in the morning.Guy came and asked me.,Delhi
10539,A group of guys on bike were passing comments on girls.It happened in the evening.,Delhi
10540,A gang of boys was gawking at us(3 girls) and passing indecent comments.It happened in the night.,Delhi
10541,"I saw a guy trying to be physically close to a bunch of girls and making snide remarks.
It happened in the evening.",Delhi
10542,Guys were taking pictures of girls and were commenting unnecessarily. It happened in the night.,Delhi
10543,"Some of the guys were commenting and whistling on girls dressed up in shorts.
It happened in the evening.",Delhi
10544,"Commenting,Indecent exposure and touching/groping happened in the evening in the bus From SRCC to my place.
I was in the bus,The guy came and then this happened.",Delhi
10545,Snatched a gold chain from my mother's neck while a group of guys were in bike.It happened in the evening.,Delhi
10546,I was with my friends  and suddenly some guys started whistling and we went hurriedly.It happened in the evening.,Delhi
10547,"A guy passed comments and tried to touch me at the back.
It happened around 7pm.",Delhi
10548,"Felt harassed and humiliated with me taking pictures, passing comments.",Delhi
10549,Harassed in the evening by men who were commenting and passing remarks,Gurgaon
10550,Felt harrassed by men,Delhi
10551,"My girlfriend was commented upon when she was returning from college.
It happened on 11th September 2013 in the evening around 5:30.",Greater_Noida
10552,"It happened near Liberty Cinema Hall around 7pm.
One of the neighbor was roaming in front of her home when two bikers tried snatching her chain.",Delhi
10553,"It happened last year with one of my friends at shivaji stadium bus terminal in the evening.
She was waiting for the bus to come home and as she had boarded the bus,two of the passengers  sitting there in the bus grabbed her and tried to rape her but somehow she ran away.",Delhi
10554,"Two boys came on bike and snatched the chain.
It happened in evening.",Delhi
10555,"A girl was being kissed by  a guy at gunpoint in front of three policemen who didn't do anything.
It happened in the evening on the main road.",Delhi
10556,"We were shopping there and the shopkeeper said 'what a maal' and i got angry and slapped that guy.
It happened on 4th May 2012 in the evening.",Delhi
10557,"A girl was brutally beaten by 2-3 boys for unknown reasons and no one came forward to help her.
It happened in November 2012 in the evening.",Delhi
10558,Saw a guy taking pictures and touching in metro in the evening.,Delhi
10559,"It happened in Nehru Market,Rajouri Garden in the evening around 5.
My Friend had gone to the market and some guy whistled and started singing as she passed by and also gave creepy looks.",Delhi
10560,"I was on my scooty and a bicycle rider passed a comment.
It happened near DDU Hospital in the afternoon.",Delhi
10561,Commenting and Catcalls in the evening.,Delhi
10562,Catcalls and Commenting in the evening.,Delhi
10563,"Commenting,ogling and catcalls in Local market in areas with &quot;wine and beer shops&quot; specifically in back area of Netaji Subhash palace complex,by-lanes etc.",Delhi
10564,"This incident took place on 15th September 2013 around 8:30pm.
Friends were going and some people started commenting.",Greater_Noida
10565,"This incident took place on 4th September 2013 in the afternoon.
In metro at rohini east station,Two boys were taking pictures of a group of girls sitting on the opposite side.",Delhi
10566,There was a chain snatching in the park in the evening where a couple of boys snatched the chain and handbag in a park.,Delhi
10567,"This incident took place on 21st March 2013 around 6pm.
Two guys on a bike were following a girl and were passing comments on her.",Delhi
10568,"This incident took place around August in the afternoon.
A woman was walking and two boys came on bike and snatched her chain.",Delhi
10569,Men whistling and passing comments on other women.This incident took place in August in the Night.,Delhi
10570,"This incident took place on 29th September,2013 around 8pm at Khayala near Pacific Mall.

When i was passing through that area,I saw some boys whistling and commenting on a girl passing by.",Delhi
10571,"This incident took place around mid April,2013 in the evening.
A guy who was wearing a black shirt and black pants started touching a girl who was trying to cross the road all around her body.",Delhi
10572,"This incident took place few months ago in the evening around 8pm.
A woman was going and two boys on bike came and snatched the chain.",Delhi
10573,"This incident took place at Pitampura Village in the evening.
Two ladies were travelling in rickshaw and suddenly two young boys snatched the chain of one of the ladies.",Delhi
10574,"This incident took place in July,2013 in the evening.
Two bikers tried to snatch chain from a woman but were unsuccessful.",Delhi
10575,"This incident took Place on 21st November 2012 around 6 in the evening.
Two men standing at a post were whistling and passing comments.",no_city
10576,"This incident took place on 4th october during evening at District Park,Janakpuri.
A guy in his car chased a girl i know from the metro station to her house.",Delhi
10577,"Catcalls,Commenting,Ogling and Touching during Afternoon.",Delhi
10578,"Commenting and catcalls in the Night on 8th October 2013 Near More Mall,Rohini East Metro Station.",Delhi
10579,a guy misbehaved,Delhi
10580,"This incident took place in the afternoon in dilshad garden market.
There was a girl walking on the road and two people came on a bike and hit her on back and abused her badly.",Delhi
10581,This incident took place in the morning.I was standing in the metro(Yellow line) and some guys over there were commenting and staring.,Delhi
10582,"In the Evening,observed a group of boys calling names (not very decent ones) and tried to misbehave.",Delhi
10583,"In the Evening,observed a group of boys calling names (not very decent ones) and tried to misbehave.",Delhi
10584,While going to the yoga class in the morning some guys on bike made some very bad comments as if they were inviting me.,Delhi
10585,"at evening time, a bunch of boys were trying to touch and were passing commentss",Delhi
10586,"at night,2-3 boys were trying to touch girls.",Delhi
10587,"i usually travel by train,as my hometown is UP. always i face harassment at station",Delhi
10588,"at market area ,i went to collect my medicines but some guys on bike snatched my wallet and i couldn't do anything.",Delhi
10589,"it was a scary experience.2 guys were stalking and passing comments,i took auto.at night.",Delhi
10590,in the evenung a man was trying to toucha girl,Delhi
10591,in the evenung a man was trying to toucha girl,Delhi
10592,someone stole my wallet during evening time.,Delhi
10593,in the morning my wallet and phone was stolen,Delhi
10594,in the morning my wallet and phone was stolen,Delhi
10595,"a bus conductor was commenting and suddenly he gripped my hand and refused to go,i started rebuking and shouting.",Delhi
10596,in the night 2 auto rikshaw drivers were commenting,Delhi
10597,somebody stole my stole my wallet and phone at night time in DTC BUS 729,Delhi
10598,in the evening my chain and my phone was snatched,Delhi
10599,"at evening ,in DTC bus 543,my mobile was stolen by somebody.",Delhi
10600,try to touch my hand on the bus stand,Delhi
10601,2-3 boys were whistling at the bus stand.,Delhi
10602,they were trying to invite me to their house and also trying to touch me,Noida
10603,"my bag,wallet was snatched at evening time.",Delhi
10604,"at evening time, a guy was commenting",Delhi
10605,try to touch me in the morning,Delhi
10606,in the evening try to touch me,Delhi
10607,in the evening my chain was snatched,Delhi
10608,they were making very bad facial expressions towards a girl standing in DTC bus 543,Delhi
10609,a boy was just commenting in the morning,Delhi
10610,a boy was just commenting in the morning,Delhi
10611,in the night they were trying to touch me and also to kiss me,Delhi
10612,in the evening they were trying to touch me,Delhi
10613,in the evening making whistles on the road also follow me,Delhi
10614,"at evening time ,while returning from tutions ,i face comments n all.",Delhi
10615,in the evening 2 boys snatched my chain,Delhi
10616,"at rajiv chowk ,at evening time,i face commenting on road side.",Delhi
10617,in the evening try to touch me on the bus stand,Delhi
10618,in the evening commenting on me and my friend,Delhi
10619,snatched my chain in the evening,Delhi
10620,snatched my chain in the evening,Delhi
10621,tried to touch me and followed me at night time.,Delhi
10622,two boys were taking pics of a girl on the bus stand,Delhi
10623,a group of guys tried to touch me in inappropriate way.,Delhi
10624,"i usually avoid all these comments,but once a guy used to follow me everyday.i complained it to my teacher, he helped me",Delhi
10625,"i usually avoid all these comments,but once a guy used to follow me everyday.i complained it to my teacher, he helped me",Delhi
10626,"at morning time, i usually face it, while going to college.",Delhi
10627,"This incident took place at Krishna Nagar Market in the afternoon.
Friend was forced into a car and gang-raped.",Delhi
10628,"This incident took place in the afternoon at Public park,Dilshad Garden.
Sitting on the bench next to me he started unzipping his pants and i just ran off from that place.",Delhi
10629,"This incident took place outside Vishal cinema around 7pm.
I observed a group of people standing(including girls) and smoking and passing remarks at girls and staring badly.",Delhi
10630,A guy touched a friend inappropriately in the evening.,Delhi
10631,"Commenting and ogling in the afternoon.


The local DTC Buses are overcrowded with men all around passing cheap comments and making it uncomfortable for women to travel.
There should be DTC buses for women separately as we have women coaches in metro.",Delhi
10632,"This incident took place near a small vendor in a lane in janakpuri during Night.
While coming back from temple,I saw a group of boys commenting and whistling at a girl and even took pictures of her.",Delhi
10633,"This incident took place in the evening.
A group of boys in a car asked out loud to come and sit in the car and even opened the car door.


Such incidents takes place at dark places,on the streets and even openly in crowded places.",Delhi
10634,Being in a market place one always face inappropriate behaviour . I underwent a series of lewd comments and catcalls. It was when I was out to buy something during night .,Delhi
10635,Filthy lewd comments were passed on me . It happened during evening while I was in market place .,Delhi
10636,There was continuous vulgar commenting when I passed a group of guys  during evening hours .,Delhi
10637,A guy was commenting and whistling loudly . It happened during evening .,Delhi
10638,A guy was continuously clicking my pictures in metro during evening .,Delhi
10639,There was continuous commenting and whistling outside university stadium in north campus . It happened in afternoon around 2 pm .,Delhi
10640,The guy was standing next to me and he was sexually excited . It happened while I was travelling in a bus during afternoon .,Delhi
10641,A child working in a dhaba was being beaten up by his owner . This happened during afternoon when I was out having lunch .,Delhi
10642,I witnessed a husband beating up his wife in a public place . It happened during afternoon .,Delhi
10643,There is always certain catcalls and whistles in a DTC bus . The incident I went through happened during afternoon .,Delhi
10644,"In an over crowded bus, few guys were sitting on seats reserved for girls . The girls asked them to leave the seats politely . The guys gave up the sets but started making faces and commenting . It happened during evening .",Delhi
10645,A guy was continuously commenting on a girl in metro's general coach during afternoon hours .,Delhi
10646,There was commenting and filthy stares imposed upon me . It happened during night 9:00 pm .,Delhi
10647,It was a fresher party and I had to go to principal office for some work . On my way to the office my friends and I were commented upon . It happened during late evening 7pm .,Delhi
10648,The guy was hard and was trying to rub his private part to a girl and was trying to touch her . It happened in a DTC bus and usually happens fin such crowded place . The girl didn't report to the police an herself handled the situation . She shouted at him and embarrassed him and he got down from the bus .,Delhi
10649,There was continuous commenting when i stepped out in the evening .,Delhi
10650,We were at a party during fests that guys started to take undue advantage of the crowd and started touching us .,Delhi
10651,There was whistling and staring . It happened during evening 5 pm .,Delhi
10652,"I was coming back from my college , two boys on a bike gave weird facial expressions . It happened during 5 pm .",Delhi
10653,A man was commenting on me when I was out . It was during evening 6:00 pm .,Delhi
10654,"When I went out in the afternoon , the boys were commenting . It happened during afternoon. I did report to police but there was no response .",Delhi
10655,Some boys were standing beside the road while I was crossing the road . They took my pictures and even passed lewd comments .,Delhi
10656,A group of guys were commenting on few girls . It happened during night around 8 pm .,Delhi
10657,Two guys were passing lewd comments . It happened during evening .,Delhi
10658,A group of 5 boys were harassing a girl . It happened  during evening hours .,Delhi
10659,Touching and staring and making faces are a very common thing in crowded places . I underwent all these thing ps on my outing to Chirag Delhi .,Delhi
10660,"There was lots of touching , groping , commenting and staring was going on at Yamuna bank station . It happened during evening hours .",Delhi
10661,The culprit was staring at a group of girls and was staring and commenting in a very cheap way . This incident happened during afternoon .,Delhi
10662,The culprit was showing his private part and trying to harass us . He was also passing vulgar comments . It happened in afternoon around 1:30 am .,Delhi
10663,My friend and I were standing and two men started staring at us making us uncomfortable and it was not possible for us to stand at the same position .,Delhi
10664,A lady was wearing a gold chain which had been snatched by two guys . It happened In the evening around 7:30 pm .,Delhi
10665,I was with my friend when certain guys started calling her by weird names and passed lewd comments . It happened during evening hours .,Delhi
10666,There was this guy who started making absurd sounds and gestures . It happened around 11am .,Delhi
10667,I was passing by a church in Old Delhi and few people started commenting during evening hours .,Delhi
10668,Boys were passing lewd comments when I passed them . It happened during afternoon hours .,Delhi
10669,I was coming back from my tuitions and a few boys on bikes started commenting . It happened during evening 5-6pm .,Delhi
10670,While travelling in Kashmere gate bridge I was touched and called vulgar names . I made sure never ever to travel like that again .,Delhi
10671,"During evening at the metro station , a guy slapped a girl suddenly without any reason .",Delhi
10672,There was commenting going on in the Jamia campus during afternoon.,Delhi
10673,There was continuous commenting when I was out with my friends during evening 6pm..,Delhi
10674,There was lots of commenting going on when I was out with friends during evening .,Delhi
10675,"During afternoon , I was commented and whistled upon . They didn't budge even after I warned them off .",Delhi
10676,"During evening hours ,  two guys stopped the car and started commenting in a vulgar way and asked for lift etc...!",Delhi
10677,It was mostly during evenings that my sir used to call me at odd timings .,Delhi
10678,There is always indecent touching while travelling in crowded places during afternoon .,Delhi
10679,"I was touched , and commented upon during afternoon while I was out travelling .",Delhi
10680,I was threatened and touched and there was indecent exposure during night .,Delhi
10681,"It was during my school days ,that I was mentally tortured and threatened .",Delhi
10682,A guy stalked me from my home to bus stop for weeks . It's embarrassing how little our country is doing for women safety .,Delhi
10683,"It was during morning 10:00am , I was travelling in the bus while a man behind me was continuously trying to bring his face near my face and hand .",Delhi
10684,A friend of mine was grouped by some ill mannered guys who were commenting obscenely on my body .,Delhi
10685,A friend of mine was grouped by some ill mannered guy and were commenting obscenely on her body .,Delhi
10686,"I was in the metro , moving to the girls compartment when the guy who saw me whistled .",Delhi
10687,"During afternoon hours , I was in the bus m a guy was standing in front of me and was giving stupid expressions .",Delhi
10688,"During evening (6-7pm) , my sister was touched when we were travelling in a rikshaw .",Gurgaon
10689,"I was in an auto during afternoon , and one guy started commenting on me very badly .",Delhi
10690,"It was during night , 10pm , that a pervert was continuously staring and checking out a girl .",Delhi
10691,"It was during afternoon that on my way to home I do travel by the public transport , in a bus , the person standing next to me was commenting on me .",Delhi
10692,It was during afternoon hours that I underwent commenting,Delhi
10693,"It was during evening , the bus was fully filled and it was the worst moment of my life when this touching incident happened to me .",Delhi
10694,"Taking advantage of crowd , guys were trying to touch me during evening hours .",Delhi
10695,It was during afternoon hours that I was touched and faces were made .,Delhi
10696,"While travelling in public transport during afternoon , there was indecent touching .",Delhi
10697,"Around 2:30pm , a boy was standing near the tree and he used foul language and did abusive things .",Delhi
10698,I was followed in lajpat nagar area during afternoon hours .,Delhi
10699,"During afternoon hours I was subjected to comments , catcalls and whistles .",Delhi
10700,"During evening hours , I was a subject of some guy's comments , facial expressions , stares and catcalls .",Delhi
10701,Boys were commenting while I was waiting for the bus during afternoon hours .,Delhi
10702,During college hours (2 pm) I was invited for sex and I didn't even know the person .,Delhi
10703,While in my college premises I was asked out for sex during afternoon .,Delhi
10704,"I was in metro during evening hours , and some guy was trying to touch me again and again .",Delhi
10705,"One of the seniors came to us on our second day of college with his group , and started abusing us without any reason .",Delhi
10706,"Eve teasers are present everywhere in Delhi even on roads during afternoon . Instead of identifying the places put a check on the eve-teasers by better policing , etc..",Delhi
10707,"During evening hours around 4pm , I was thought as a slut by some guy and he came and asked me my charge. I abused him .",Delhi
10708,"During morning hours around 9am , there was unnecessary exposure by some guy which filthed me out .",Delhi
10709,"During evening hours , I was subjected to filthy face making of some boys .",Delhi
10710,"While being in a crowded market , I was touched and commented upon . I rebuked and slapped the culprit .",Noida
10711,There was continuous commenting while I was out travelling during evening hours .,Delhi
10712,I saw a chain being snatched during the afternoon hours . The girl reported to the police .,Delhi
10713,A guy came and snatched my aunty's chain during afternoon hours . We didn't report to the police .,Delhi
10714,I witnessed a chain snatching event in my area . The lady was standing waiting for the auto when two guys on bike came and snatched up her chain which left her bruised and injured .,Delhi
10715,My mom was travelling with me when a guy who passed us snatched my mom's chain . We reported to police and we are awaiting the results .,Delhi
10716,I was subject of few lame comments while travelling out in afternoon after my college hours .,Delhi
10717,"During evening ,while making my way towards AIIMS metro station , a guy was making weird facial expressions .",Delhi
10718,"During evening around 4pm I was shopping with my friend , when few guys who were crossing us whistled loudly .",Delhi
10719,"During evening , I was stared .",Delhi
10720,"During evening , I was out with my boyfriend . I was commented &quot; humara bhi haath pakad lo&quot;",Delhi
10721,"During evening I was commented upon ,",Delhi
10722,"At evening , I was being commented upon .",Delhi
10723,"During night around 8pm , a guy asked me out for going to his place .",Delhi
10724,I was called &quot;chamak challo&quot; in afternoon .,Greater_Noida
10725,We went to eat in Chandni Chowk   There was continuous touching on hands and backs .,Delhi
10726,There is always touching while travelling In public transports .,Delhi
10727,"During evening , while travelling commenting feels more like a mandatory thing .",Delhi
10728,"In public transport , touching and groping happens all the time . Stupid personalities are present everywhere in Delhi .",Delhi
10729,"During afternoon , guys were taking my friends pictures .",Delhi
10730,"During afternoon , while travelling in metro , there was lot of touching I the general compartment .",Delhi
10731,"During night , while walking with my dad , we witnessed a lady's chain being snatched .",Delhi
10732,"During night , I was commented upon unnecessarily .",Gurgaon
10733,"During afternoon , while travelling I was being commented upon because of the clothes I was wearing .",Delhi
10734,"During evening , while walking with my friend, my friend was being commented upon .",Delhi
10735,"During night , I was going back from home, when two guys who were drunk , came towards me and started touching , I was helped by a male friend .",Delhi
10736,"During afternoon ,a guy was continuously staring and he didn't budge even though I warned him .",Noida
10737,"During evening , while walking I was commented &quot;chamak challo&quot;",Delhi
10738,"During evening , I denied my parking place to some guy . On returning from the sports complex , my windows were smashed .",Delhi
10739,"During evening , I was back from a function and was in one piece , and a guy came upto me and asked me &quot;what's your charge &quot;",Delhi
10740,"During night , I was subjected to comments , I thought it was best to ignore the comments and whistles because I was alone and there was no one around .",Delhi
10741,"During evening , there were continuous comments .",Delhi
10742,"During afternoon , while travelling in public transport , there was indecent groping .",Delhi
10743,"During afternoon I was at Yamuna Bank Station , and there was a lot of touching .",Delhi
10744,"During evening , while travelling , they whistled and stared me from head to toe .",Delhi
10745,"During afternoon , there was indecent exposures at inappropriate places while I was travelling .",Delhi
10746,"During evening , my pictures were being taken , I confronted the guy and then he deleted it .",Delhi
10747,"During afternoon , a guy passed whistling very loudly .",Delhi
10748,"In afternoon , I was with my friends and some guys passed us and rubbed themselves on us .",Delhi
10749,"During morning , I went there to shop with my mother , I was being called by filthy names by the guys .",Delhi
10750,"During evening , there was indecent exposures .",Delhi
10751,There was indecent commenting during afternoon .,Delhi
10752,There was a chain snatched during afternoon .,Delhi
10753,"During evening , there was indecent touching and groping .",Delhi
10754,"While travelling in afternoon , I was commented upon .",Delhi
10755,"During evening , I was commented upon .",Noida
10756,"During evening , I was passing by a vendor shop and there was a group of guys started commenting upon my walk .",no_city
10757,"During afternoon , I was in riskshaw with my relative and two bikes came and snatched my gold chain .",Noida
10758,"During evening , I went to visit my friend and two guys started whistling .",Delhi
10759,"During evening , chain was being snatched , but with people around , his theft was not successful .",Delhi
10760,"During afternoon , while roaming I was commented .",Delhi
10761,"During afternoon , while I was out with my friends , staring was continuous .",Delhi
10762,There was commenting and taking pictures during evening .,Delhi
10763,I was touched and groped during afternoon .,Delhi
10764,"During afternoon , there were continuous comments and staring was going on .",Delhi
10765,"During evening , I was subjected to people's comments , stares and taking pictures .",Delhi
10766,"During evening while I was walking down a lonely street , which could have been avoided if I were not in a hurry , I was subjected to filthy comments and weird facial expressions.",Delhi
10767,"During evening (7pm) while walking down the road , a guy stopped his car and asked me &quot;your place or mine &quot;",Delhi
10768,"While coming back from my hometown , during afternoon , I was touched on my ass by some random guy .",Delhi
10769,"During evening , while I was on a outing with my friends , our pictures were being clicked continuously . The person deleted thy pictures when he was confronted .",Delhi
10770,"During evening while travelling in metro , there was disgusting touching and the person won't even back off after I soured at him .",Delhi
10771,"During evening , while I was passing nithari , few guys started commenting and making weird facial expressions .",Noida
10772,"During afternoon , while walking I was subjected to people's stare , comments and indecent exposures .",Delhi
10773,"While in a riskshaw , I saw a guy in a car staring me and I know for sure that he was masturbating . That sight was in my mind for months.,",Delhi
10774,"During evening around 4 pm , I was out with my friend for lunch . A group of guys commented ,&quot;kanji humare saath bh lunch karle &quot;( have lunch with us too )",Delhi
10775,"Hi Please don't wear any sort of gold/silver ornaments today and in near future. Today, my mom on way to gym was mugged by bike riders who snatched her gold chain. Incident happened around 8.15 am near country club fitness centre juhu. I have registered complain in juhu police station. There was another lady whose chain was snatched around same time frame at S.V Road Raymond Showroom...Please be alert on the road. Mumbai is not safe place anymore.",Mumbai
10776,"Took place during the evening.It was a shameful act done by a bunch of guys, teasing and commenting on all the passing by girls.",Delhi
10777,"Took place during afternoon, at 19th August.Guys passed comments to our lady friends who were actually walking with us.",Delhi
10778,Took place at night. A gang of guys trying to come close to me and passing indecent comments.,Delhi
10779,"Took place at evening.Boys,riding in a bike, commented and tried to snatch the chain of a girl who was walking alone.Also tried to click her picture.",Delhi
10780,"Took place at Mimirka Station at around night.
2 guys took advantage when they saw a girl in the station and tried to snatch her chain forcefully.",no_city
10781,"Took place at Mimirka Station at around night.
2 guys took advantage when they saw a girl in the station and tried to snatch her chain forcefully.",no_city
10782,Took place during afternoon. A group of guys were staring and gesturing rude and vulgar expressions.,Delhi
10783,Took place during afternoon. A group of guys were staring and gesturing rude and vulgar expressions.,Delhi
10784,"In morning,I was coming from my house(In rohini) and some boys standing on the road were commenting on me.",Delhi
10785,An old person was touching my friend in a bus in evening when there was a lot of rush.,Delhi
10786,I was going with my friend In metro in morning and there was a group of boys and they started commenting and touching me.,Delhi
10787,I was going with my male friend in the evening and there was a group of boys and they started whistling and commenting.,Delhi
10788,I was with my female friend in the night and some group of boys started commenting.,Delhi
10789,"Commenting on a girl passing by in Rohini and staring while she was boarding metro.
This incident took place in the evening.",Delhi
10790,"Chain snatching on 20th Aug 2013 around 10:30am.
On the day of Rakshabandhan,I was coming from my nephew's home.Two people came and they snatched the chain of a woman.",Delhi
10791,"This incident took place on 10th Sept 2013 in the afternoon.
When i was waiting for a bus stand,some boys came and passed comments on two girls who were standing there.",Delhi
10792,I saw two boys on the bike who were commenting and whistling on a girl walking by in the evening.,Delhi
10793,Chain snatching at night.,Delhi
10794,"This incident took place around afternoon.
While I wrapped my face with a cloth,they started singing a stupid song and asked me to show my face to them.",Delhi
10795,"When i was travelling in bus in the morning,some boys commented on me and sang a song.",Delhi
10796,"It was around afternoon.
They commented very badly and cracked stupid joke in delhi metro.",Delhi
10797,I was waiting for my friend near Uttam nagar metro station in the evening and then some group of boys started passing comments.,Delhi
10798,"This incident took place in the afternoon.
A guy was commenting on me peeping out of an auto crossing by on road.My father pulled him out and beat him.",Delhi
10799,"Commenting In D.C Chowk,rohini, sector-9 in the afternoon.",Delhi
10800,"Commenting and catcalls Near West Gate Mall on 25th september 2013.
Most of the malls in Rajouri Garden are clubbed together.It is reaally difficult to go from one mall to another by walk as the areas are isolated by men keep on passing indecent comments on girls passing by.",Delhi
10801,"On 10th January around 3:30pm in delhi metro, a person was staring at me wrongly and started commenting too.",Delhi
10802,"This incident took place in april,2013 in the evening.
I went to NSP(netaji subhash palace) with my friends.When we were having snacks ,two boys came and commented on my friends.
It was already late.We were in a hurry to go back home.We didn't react.",Delhi
10803,ILL TREATED,Delhi
10804,indecent commenting almost everyday,Delhi
10805,basically the elder men at times tend to touch or grope especially in a crowded bus.It has happened to me and i have seen it happen to others as well,Delhi
10806,"Touching and groping in DTC buses during afternoon.
I was standing in the bus.People rubbing their bodies against me and standding in an offensive way.",Delhi
10807,Commenting in buses.,Delhi
10808,Commenting when i was going with my mother to the doctor in the afternoon.,Delhi
